순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
1995,예체능대학,무용과,005928,001,발레레파토리4,전공필수,,2,1.0,0,2,실험실습,,화 13:00~15:00,용302,장선희,무용과,,,,한국어,,
1996,예체능대학,무용과,008826,001,모던댄스4,전공필수,,2,1.0,0,2,실험실습,,금 14:00~16:00,용202,유민경,무용과,,,,한국어,,
1997,예체능대학,무용과,008835,001,전통춤기교실습2,전공필수,,2,1.0,0,2,실험실습,,수 16:00~18:00,용301,임정희,무용과,,,,한국어,,
1998,예체능대학,무용과,008837,001,창작춤기교실습2,전공필수,,2,1.0,0,2,실험실습,,목 10:00~12:00,용301,김희진,무용과,,,,한국어,,
1999,예체능대학,무용과,007069,001,궁중정재,전공선택,,2,2.0,2,0,이론,,목 12:00~14:00,용301,김희진,무용과,,,,한국어,,
2000,예체능대학,무용과,008846,001,무용사회학,전공선택,,2,2.0,2,0,이론,,목 13:00~15:00,군312,강진주,무용과,,,,한국어,,
2001,예체능대학,무용과,005269,001,고급현대무용2,전공필수,,3,1.0,0,2,실험실습,Y,목 13:00~15:00,용202,김형남,무용과,,,,한국어,,
2002,예체능대학,무용과,008839,001,발레테크닉6,전공필수,,3,1.0,0,2,실험실습,Y,수 11:00~13:00,용302,강민우,무용과,,,,한국어,,
2003,예체능대학,무용과,008850,001,컨템포러리댄스2,전공필수,,3,1.0,0,2,실험실습,Y,목 16:00~18:00,용201,유민경,무용과,,,,한국어,,
2004,예체능대학,무용과,008854,001,한국전통무용안무2,전공필수,,3,1.0,0,2,실험실습,Y,화 10:00~12:00,용301,이주연,무용과,,,,한국어,,
2005,예체능대학,무용과,008856,001,한국창작무용안무2,전공필수,,3,1.0,0,2,실험실습,Y,수 10:00~12:00,용301,오유진,무용과,,,,한국어,,
2006,예체능대학,무용과,008869,001,발레레파토리6,전공필수,,3,1.0,0,2,실험실습,Y,월 13:00~15:00,용302,장선희,무용과,,,,한국어,,
2007,예체능대학,무용과,001211,001,무용비평,전공선택,,3,2.0,2,0,이론,Y,화 14:00~16:00,세201,김혜진,무용과,,,,한국어,,
2008,예체능대학,무용과,009227,001,컨템포러리발레2,전공선택,,3,1.0,0,2,실험실습,Y,화 15:00~17:00,용302,이영찬,무용과,,,,한국어,,
2009,예체능대학,무용과,009229,001,발레워크샵2,전공선택,,3,2.0,0,3,실험실습,Y,목 13:00~16:00,용302,장선희,무용과,,,,한국어,,
2010,예체능대학,무용과,005764,001,졸업작품(P/NP),전공필수,,4,0.0,0,0,이론+실험실습,Y,월 08:00~10:00,용302,김형남,무용과,,,,한국어,,
2011,예체능대학,무용과,005930,001,고급현대무용4,전공필수,,4,1.0,0,2,실험실습,Y,수 11:00~13:00,용202,김형남,무용과,,,,한국어,,
2012,예체능대학,무용과,008841,001,발레테크닉8,전공필수,,4,1.0,0,2,실험실습,Y,월 11:00~13:00,용302,강민우,무용과,,,,한국어,,
2013,예체능대학,무용과,008852,001,컨템포러리댄스4,전공필수,,4,1.0,0,2,실험실습,Y,금 16:00~18:00,용202,김규진,무용과,,,,한국어,,
2014,예체능대학,무용과,008865,001,한국전통무용작품분석2,전공필수,,4,1.0,0,2,실험실습,Y,금 15:00~17:00,용301,정경원,무용과,,,,한국어,,
2015,예체능대학,무용과,008867,001,한국창작무용작품분석2,전공필수,,4,1.0,0,2,실험실습,Y,수 14:00~16:00,용301,오유진,무용과,,,,한국어,,
2016,예체능대학,무용과,008871,001,발레레파토리8,전공필수,,4,1.0,0,2,실험실습,Y,수 16:00~18:00,용302,사공다정,무용과,,,,한국어,,
2017,예체능대학,무용과,000965,001,동양무용사,전공선택,,4,2.0,2,0,이론,Y,수 12:00~14:00,광1120B,오유진,무용과,,,,한국어,,
2018,예체능대학,무용과,009231,001,캐릭터발레2,전공선택,,4,1.0,0,2,실험실습,Y,금 14:00~16:00,용302,김정아,무용과,,,,한국어,,
2019,예체능대학,무용과,010272,001,공연기획과실습,전공선택,,4,2.0,2,0,이론,Y,목 16:00~18:00,용302,장선희,무용과,,,,한국어,,
2020,예체능대학,영화예술학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,화 18:00~19:00,,박철,영화예술학과,,,,한국어,,
2021,예체능대학,영화예술학과,004264,001,서양영화사,전공필수,,1,3.0,3,0,이론,,금 10:00~13:00,광1212,김충국,영화예술학과,,,,한국어,,
2022,예체능대학,영화예술학과,004264,002,서양영화사,전공필수,,1,3.0,3,0,이론,,금 14:00~17:00,광1213,김충국,영화예술학과,,,,한국어,,
2023,예체능대학,영화예술학과,006905,001,무대매커니즘2,전공필수,,1,2.0,0,4,실험실습,,월 14:00~18:00,충B101,정진철,영화예술학과,,,,한국어,,
2024,예체능대학,영화예술학과,008676,001,영화기술기초,전공필수,,1,3.0,2,2,이론+실험실습,,화 10:00~14:00,광1213,이강민,영화예술학과,,,,한국어,,
2025,예체능대학,영화예술학과,008676,002,영화기술기초,전공필수,,1,3.0,2,2,이론+실험실습,,월 15:00~19:00,광1217,조현주,영화예술학과,,,,한국어,,
2026,예체능대학,영화예술학과,009978,001,개별창의연구2,전공필수,,1,0.0,0,0,실험실습,,,광1223,라경민,영화예술학과,,,,한국어,,
2027,예체능대학,영화예술학과,010047,001,기초연기2(감성과체험훈련),전공필수,,1,3.0,0,6,이론+실험실습,,화 목 11:00~14:00,광15층극장,라경민,영화예술학과,,,,한국어,,
2028,예체능대학,영화예술학과,010971,001,호흡과발성2,전공필수,,1,2.0,0,3,실험실습,,목 15:00~18:00,광15층극장,권설아,영화예술학과,,,,한국어,,
2029,예체능대학,영화예술학과,009218,001,공연의이해와감상,전공선택,,1,2.0,1,2,이론+실험실습,,월 11:00~14:00,광1207,김유진,영화예술학과,,,,한국어,,
2030,예체능대학,영화예술학과,009218,002,공연의이해와감상,전공선택,,1,2.0,1,2,이론+실험실습,,화 15:00~18:00,광1207,배수진,영화예술학과,,,,한국어,,
2031,예체능대학,영화예술학과,004652,001,연출론,전공필수,,2,2.0,0,4,실험실습,,수 14:00~18:00,광1212,박철,영화예술학과,,,,한국어,,
2032,예체능대학,영화예술학과,004652,002,연출론,전공필수,,2,2.0,0,4,실험실습,,수 10:00~14:00,광1212,박철,영화예술학과,,,,한국어,,
2033,예체능대학,영화예술학과,010048,001,공연프로덕션실습2,전공필수,,2,0.0,0,0,실험실습,,,,송현옥,영화예술학과,,,,한국어,,
2034,예체능대학,영화예술학과,010055,001,텍스트와연기실습2,전공필수,,2,3.0,0,6,이론+실험실습,,월 목 11:00~14:00,광1223,송현옥,영화예술학과,,,,한국어,,
2035,예체능대학,영화예술학과,004662,001,시나리오작법1,전공선택,,2,3.0,2,2,이론+실험실습,,월 09:30~13:30,광1213,정해심,영화예술학과,,,,한국어,,
2036,예체능대학,영화예술학과,006369,001,영화제작WS2,전공선택,,2,2.0,0,3,실험실습,,목 11:00~14:00,광1213,최두영,영화예술학과,,,,한국어,,
2037,예체능대학,영화예술학과,008683,001,사운드,전공선택,,2,2.0,1,2,이론+실험실습,,금 10:00~13:00,광1207,서동철,영화예술학과,,,,한국어,,
2038,예체능대학,영화예술학과,008683,002,사운드,전공선택,,2,2.0,1,2,이론+실험실습,,금 14:00~17:00,광1207,서동철,영화예술학과,,,,한국어,,
2039,예체능대학,영화예술학과,009219,001,공연연출실습,전공선택,,2,2.0,0,4,실험실습,,화 10:00~13:00,광1219,권정택,영화예술학과,,,,한국어,,
2040,예체능대학,영화예술학과,010049,001,화술트레이닝1,전공선택,,2,2.0,0,4,실험실습,,화 14:00~18:00,광1219,김준삼,영화예술학과,,,,한국어,,
2041,예체능대학,영화예술학과,006371,001,영화제작론,전공필수,,3,2.0,1,2,이론+실험실습,Y,수 11:00~14:00,광1207,최두영,영화예술학과,,,,한국어,,
2042,예체능대학,영화예술학과,006371,002,영화제작론,전공필수,,3,2.0,1,2,이론+실험실습,Y,금 10:00~13:00,광1213,김기훈,영화예술학과,,,,한국어,,
2043,예체능대학,영화예술학과,005925,001,연기메소드연구,전공선택,,3,1.0,2,0,이론,Y,월 09:00~11:00,광1223,권설아,영화예술학과,,,,한국어,,
2044,예체능대학,영화예술학과,006370,001,영화제작WS4,전공선택,,3,2.0,0,3,실험실습,Y,목 15:00~18:00,광1219,황철민,영화예술학과,,,,한국어,,
2045,예체능대학,영화예술학과,008247,001,연극영화교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,금 13:00~16:00,광1219,이은형,영화예술학과,,,,한국어,,
2046,예체능대학,영화예술학과,008333,001,연극영화논리및논술,전공선택,,3,3.0,3,0,이론,Y,수 09:00~12:00,광1213,,영화예술학과,,,,한국어,,
2047,예체능대학,영화예술학과,008689,001,매체연기실습2,전공선택,,3,2.0,0,4,실험실습,Y,월 09:00~13:00,광1219,황철민,영화예술학과,,,,한국어,,
2048,예체능대학,영화예술학과,008689,002,매체연기실습2,전공선택,,3,2.0,0,4,실험실습,Y,월 14:00~18:00,광1219,황철민,영화예술학과,,,,한국어,,
2049,예체능대학,영화예술학과,008693,001,뮤지컬넘버플레이2,전공선택,,3,2.0,0,4,실험실습,Y,수 12:30~16:30,충B108,이서진,영화예술학과,,,,한국어,,
2050,예체능대학,영화예술학과,010057,001,연기실습콜라보레이션2-종합설계,전공선택,,3,3.0,0,6,이론+실험실습,Y,월 목 15:00~18:00,광1223,송현옥,영화예술학과,,,,한국어,,
2051,예체능대학,영화예술학과,010973,001,신체언어훈련2,전공선택,,3,2.0,0,4,실험실습,Y,금 09:00~13:00,광1223,정관우,영화예술학과,,,,한국어,,
2052,예체능대학,영화예술학과,005764,001,졸업작품(P/NP),전공필수,,4,0.0,0,0,이론+실험실습,Y,,광1212,박철,영화예술학과,,,,한국어,,
2053,예체능대학,영화예술학과,006534,001,작가연구,전공필수,,4,2.0,1,2,이론+실험실습,Y,월 14:00~17:00,광1212,김경욱,영화예술학과,,,,한국어,,
2054,예체능대학,영화예술학과,008697,001,공연제작Project2,전공필수,,4,3.0,0,6,이론+실험실습,Y,화 목 15:00~18:00,"광15층극장,충B108",라경민,영화예술학과,,,,한국어,,
2055,예체능대학,영화예술학과,006373,001,영화제작WS6,전공선택,,4,2.0,0,3,실험실습,Y,화 15:00~18:00,광1217,박철,영화예술학과,,,,한국어,,
2056,예체능대학,영화예술학과,006916,001,예술과기획경영,전공선택,,4,2.0,3,0,이론,Y,화 10:00~13:00,광1207,하연경,영화예술학과,,,,한국어,,
2057,대학,법학부 법학전공,008713,001,계약법,전공필수,,2,3.0,3,0,이론,,화 09:00~12:00,집302,이재교,법학부 법학전공,,,,한국어,,
2058,대학,법학부 법학전공,008805,001,법철학,전공선택,,2,3.0,3,0,이론,,월 12:00~15:00,광110,김대휘,법학부 법학전공,,,,한국어,,
2059,대학,법학부 법학전공,009601,001,헌법2,전공선택,,2,3.0,3,0,이론,,금 12:00~15:00,광110,김성주,법학부 법학전공,,,,한국어,,
2060,대학,법학부 법학전공,009603,001,물권법,전공선택,,2,3.0,3,0,이론,,월 15:00~18:00,광110,김용헌,법학부 법학전공,,,,한국어,,
2061,대학,법학부 법학전공,009609,001,형법각론,전공선택,,2,3.0,3,0,이론,,화 15:00~18:00,집503,김영준,법학부 법학전공,,,,한국어,,
2062,대학,법학부 법학전공,004812,001,회사법,전공필수,,3,3.0,3,0,이론,Y,월 수 09:00~10:30,광110,최승재,법학부 법학전공,,,,한국어,,
2063,대학,법학부 법학전공,011443,001,민사소송법,전공필수,,3,3.0,3,0,이론,Y,화 수 15:00~16:30,광110,이준호,법학부 법학전공,,,,한국어,,
2064,대학,법학부 법학전공,008716,001,법학적성평가연습2,전공선택,,3,3.0,3,0,이론,Y,화 목 18:00~19:30,광110,문덕윤,법학부 법학전공,,,,한국어,,
2065,대학,법학부 법학전공,008725,001,친족상속법,전공선택,,3,3.0,3,0,이론,Y,목 금 15:00~16:30,광110,이준호,법학부 법학전공,,,,한국어,,
2066,대학,법학부 법학전공,011444,001,저작권법,전공선택,,3,3.0,3,0,이론,Y,월 수 10:30~12:00,광110,최승재,법학부 법학전공,,,,한국어,,
2067,대학,법학부 법학전공,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,금 18:00~19:00,,최승재,법학부 법학전공,,,,한국어,,
2068,대학,법학부 법학전공,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,금 18:00~19:00,,이재교,법학부 법학전공,,,,한국어,,
2069,대학,법학부 법학전공,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,금 18:00~19:00,,이준호,법학부 법학전공,,,,한국어,,
2070,연계전공,융합창업전공,009881,001,비즈니스모델,전공필수,,2,3.0,3,0,이론,,월 12:00~15:00,광201,윤하림,융합창업전공,,,,한국어,,
2071,연계전공,융합창업전공,010603,001,린스타트업,전공필수,,2,3.0,3,0,이론,,월 09:00~12:00,광204,윤하림,융합창업전공,,,,한국어,,
2072,연계전공,융합창업전공,010978,001,창업회계,전공선택,,3,3.0,3,0,이론,,화 목 10:30~12:00,광210,양승희,융합창업전공,,,,한국어,,
2073,연계전공,융합창업전공,010980,001,실전창업동아리2,전공선택,,3,3.0,3,0,이론,,수 15:00~18:00,광714,이정협,융합창업전공,,PBL강의,,한국어,,
2074,연계전공,융합창업전공,010604,001,창업캡스톤,전공필수,,4,3.0,3,0,이론,,수 12:00~15:00,광110,이정협,융합창업전공,,,,한국어,,
2075,연계전공,엔터테인먼트 소프트웨어 융합전공,011773,001,K-MOOC:비주얼프로그래밍,전공필수,,2,3.0,3,0,이론,,,,이종원,엔터테인먼트 소프트웨어 융합전공,,,본교 K-MOOC강의,한국어,,
2076,연계전공,엔터테인먼트 소프트웨어 융합전공,009717,001,ES-디지털사운드디자인,전공선택,,2,3.0,0,3,실험실습,,수 10:30~13:30,군318,채진숙,엔터테인먼트 소프트웨어 융합전공,,,,한국어,,
2077,연계전공,엔터테인먼트 소프트웨어 융합전공,009728,001,ES-웨어러블컴퓨터디자인,전공필수,,3,3.0,1,2,이론+실험실습,Y,수 14:30~17:30,군318,채진숙,엔터테인먼트 소프트웨어 융합전공,,PBL강의,,한국어,,
2078,연계전공,글로벌미디어소프트웨어 융합전공,010097,001,GMSW-미디어빅데이터분석,전공필수,,3,3.0,2,2,이론+실험실습,Y,화 목 10:00~12:00,광110,유승현,글로벌미디어소프트웨어 융합전공,,PBL강의,,한국어,,
2079,연계전공,글로벌미디어소프트웨어 융합전공,010485,001,GMSW-융합디자인세미나,전공필수,,3,3.0,3,0,이론,Y,금 15:00~18:00,집403,박지혜,글로벌미디어소프트웨어 융합전공,,,,한국어,,
2080,연계전공,글로벌미디어소프트웨어 융합전공,010101,001,GMSW-포스트영상프로덕션,전공필수,,4,3.0,2,2,이론+실험실습,Y,수 15:00~19:00,집402,고선정,글로벌미디어소프트웨어 융합전공,,,,한국어,,
2081,연계전공,글로벌미디어소프트웨어 융합전공,010613,001,GMSW-글로벌미디어의현장,전공선택,,4,3.0,3,0,이론,Y,화 13:30~16:30,집403,유승현,글로벌미디어소프트웨어 융합전공,,,,한국어,,
2082,인공지능융합대학,AI로봇학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,수 18:00~19:00,센B104,양해상,AI로봇학과,,,,한국어,,
2083,인공지능융합대학,AI로봇학과,011839,002,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,수 18:00~19:00,센B106,조재진,AI로봇학과,,,,한국어,,
2084,인공지능융합대학,AI로봇학과,011839,003,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,,,,AI로봇학과,시간 추후 공지 ,,,한국어,,
2085,인공지능융합대학,AI로봇학과,000304,001,공업수학1,전공기초,,1,3.0,3,0,이론,,화 목 15:00~16:30,센B106,이찬화,AI로봇학과,AI로봇학과1 대상강좌,,,영어/한국어,,
2086,인공지능융합대학,AI로봇학과,000304,002,공업수학1,전공기초,,1,3.0,3,0,이론,,화 목 16:30~18:00,센B204,박규민,AI로봇학과,AI로봇학과1 대상강좌,,,영어/한국어,,
2087,인공지능융합대학,AI로봇학과,000304,003,공업수학1,전공기초,,1,3.0,3,0,이론,,화 목 18:00~19:30,센B204,박규민,AI로봇학과,AI로봇학과1 대상강좌,,,영어/한국어,,
2088,인공지능융합대학,AI로봇학과,000304,004,공업수학1,전공기초,,1,3.0,3,0,이론,,화 목 10:30~12:00,센B108,유재관,AI로봇학과,AI로봇학과1 대상강좌,,,한국어,,
2089,인공지능융합대학,AI로봇학과,000304,005,공업수학1,전공기초,,1,3.0,3,0,이론,,화 목 12:00~13:30,센B108,유재관,AI로봇학과,AI로봇학과1 대상강좌,,,한국어,,
