순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
1829,예체능대학,회화과,001330,001,미술비평,전공선택,,2,2.0,2,0,이론,,월 14:30~16:30,진402,임근준,회화과,,,,한국어,,
1830,예체능대학,회화과,002401,001,유화기법2,전공선택,,2,2.0,0,3,실험실습,,화 10:30~13:30,진204,이영은,회화과,,,,한국어,,
1831,예체능대학,회화과,002401,002,유화기법2,전공선택,,2,2.0,0,3,실험실습,,금 10:30~13:30,진204,문지혜,회화과,,,,한국어,,
1832,예체능대학,회화과,003169,001,채색화,전공선택,,2,2.0,0,3,실험실습,,화 15:30~18:30,진102,오세경,회화과,,,,한국어,,
1833,예체능대학,회화과,005247,001,컴퓨터드로잉2,전공선택,,2,2.0,0,3,실험실습,,금 13:30~16:30,진305,김태윤,회화과,,,,한국어,,
1834,예체능대학,회화과,005247,002,컴퓨터드로잉2,전공선택,,2,2.0,0,3,실험실습,,금 16:30~19:30,진305,김태윤,회화과,,,,한국어,,
1835,예체능대학,회화과,008660,001,서양미술사2,전공선택,,2,2.0,2,0,이론,,월 12:00~14:00,진402,임근준,회화과,,,,한국어,,
1836,예체능대학,회화과,002392,001,유화2,전공필수,,3,3.0,2,2,이론+실험실습,Y,월 15:00~19:00,진403,이강화,회화과,,,,한국어,,
1837,예체능대학,회화과,002392,002,유화2,전공필수,,3,3.0,2,2,이론+실험실습,Y,화 12:00~16:00,진403,사윤택,회화과,,,,한국어,,
1838,예체능대학,회화과,004330,001,한국화2,전공필수,,3,3.0,2,2,이론+실험실습,Y,화 10:30~14:30,진101,오세경,회화과,,,,한국어,,
1839,예체능대학,회화과,006541,001,서.복합매체기법,전공선택,,3,2.0,0,3,실험실습,Y,수 13:30~15:30,진403,김한규,회화과,,,,한국어,,
1840,예체능대학,회화과,007602,001,멀티미디어와회화2,전공선택,,3,2.0,0,3,실험실습,Y,월 12:00~15:00,진305,류혜린,회화과,,,,한국어,,
1841,예체능대학,회화과,007602,002,멀티미디어와회화2,전공선택,,3,2.0,0,3,실험실습,Y,목 13:30~16:30,진305,류혜린,회화과,,,,한국어,,
1842,예체능대학,회화과,008243,001,미술교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,금 10:30~13:30,진402,고은실,회화과,,,,한국어,,
1843,예체능대학,회화과,008328,001,미술논리및논술,전공선택,,3,3.0,3,0,이론,Y,금 18:00~21:00,진402,연규석,회화과,,,,한국어,,
1844,예체능대학,회화과,008661,001,현대산수연구,전공선택,,3,2.0,0,3,실험실습,Y,수 10:30~13:30,진101,안호균,회화과,,,,한국어,,
1845,예체능대학,회화과,011242,001,판화,전공선택,,3,2.0,0,3,실험실습,Y,목 10:30~13:30,진106,한지민,회화과,,,,한국어,,
1846,예체능대학,회화과,001631,001,서.종합실기2,전공필수,,4,3.0,2,2,이론+실험실습,Y,월 10:30~14:30,진202,이강화,회화과,,,,한국어,,
1847,예체능대학,회화과,001631,002,서.종합실기2,전공필수,,4,3.0,2,2,이론+실험실습,Y,수 15:00~19:00,진202,이강화,회화과,,,,한국어,,
1848,예체능대학,회화과,004876,001,한.종합실기2,전공필수,,4,3.0,2,2,이론+실험실습,Y,월 10:30~14:30,진201,안소연,회화과,,,,한국어,,
1849,예체능대학,회화과,005764,001,졸업작품(P/NP),전공필수,,4,0.0,0,0,이론+실험실습,Y,,진301,이강화,회화과,,,,한국어,,
1850,예체능대학,회화과,001636,001,서.종합실기4,전공선택,,4,2.0,2,2,이론+실험실습,Y,월 15:00~19:00,진202,송은영,회화과,,,,한국어,,
1851,예체능대학,회화과,004877,001,한.종합실기4,전공선택,,4,2.0,2,2,이론+실험실습,Y,수 12:00~16:00,진201,정재호,회화과,,,,한국어,,
1852,예체능대학,패션디자인학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,수 10:00~11:00,군219,김민지,패션디자인학과,,,,한국어,,
1853,예체능대학,패션디자인학과,008504,001,패션컴퓨터그래픽,전공필수,,1,3.0,2,2,이론+실험실습,,월 09:30~13:30,군318,조희은,패션디자인학과,,FL강의,,한국어,,
1854,예체능대학,패션디자인학과,008504,002,패션컴퓨터그래픽,전공필수,,1,3.0,2,2,이론+실험실습,,화 09:30~13:30,군318,조희은,패션디자인학과,,FL강의,,한국어,,
1855,예체능대학,패션디자인학과,010951,001,응용패턴종합설계,전공필수,,1,3.0,2,2,이론+실험실습,,월 14:00~18:00,군215,김혜숙,패션디자인학과,,,,한국어,,
1856,예체능대학,패션디자인학과,010951,002,응용패턴종합설계,전공필수,,1,3.0,2,2,이론+실험실습,,금 14:00~18:00,군215,김혜숙,패션디자인학과,,,,영어,,
1857,예체능대학,패션디자인학과,010944,001,소재캡스톤디자인,전공필수,,2,3.0,2,2,이론+실험실습,,월 09:30~13:30,군219,정재윤,패션디자인학과,,FL강의,,한국어,,
1858,예체능대학,패션디자인학과,010944,002,소재캡스톤디자인,전공필수,,2,3.0,2,2,이론+실험실습,,화 09:30~13:30,군219,정재윤,패션디자인학과,,FL강의,,한국어,,
1859,예체능대학,패션디자인학과,005263,001,창작패션일러스트레이션,전공선택,,2,3.0,2,2,이론+실험실습,,월 14:00~18:00,군219,곽태기,패션디자인학과,,,,한국어,,
1860,예체능대학,패션디자인학과,005263,002,창작패션일러스트레이션,전공선택,,2,3.0,2,2,이론+실험실습,,목 09:00~13:00,군219,곽태기,패션디자인학과,,,,한국어,,
1861,예체능대학,패션디자인학과,008249,001,의상교과교재연구및지도법,전공선택,,2,3.0,3,0,이론,,수 14:00~18:00,군219,이유정,패션디자인학과,,,,한국어,,
1862,예체능대학,패션디자인학과,008511,001,기초패션드레이핑,전공선택,,2,3.0,2,2,이론+실험실습,,화 14:00~18:00,군215,김숙진,패션디자인학과,,,,한국어,,
1863,예체능대학,패션디자인학과,008511,002,기초패션드레이핑,전공선택,,2,3.0,2,2,이론+실험실습,,목 14:30~18:00,군215,김숙진,패션디자인학과,,,,영어,,
1864,예체능대학,패션디자인학과,010945,001,패션브랜드캡스톤디자인,전공선택,,2,3.0,2,2,이론+실험실습,,수 09:00~13:00,군220,오은경,패션디자인학과,,FL강의,,한국어,,
1865,예체능대학,패션디자인학과,010945,002,패션브랜드캡스톤디자인,전공선택,,2,3.0,2,2,이론+실험실습,,목 09:00~13:00,군220,오은경,패션디자인학과,,FL강의,,한국어,,
1866,예체능대학,패션디자인학과,010011,001,창작의상캡스톤디자인,전공필수,,3,3.0,2,2,이론+실험실습,,월 14:00~18:00,군220,김민지,패션디자인학과,,FL강의,,영어,,
1867,예체능대학,패션디자인학과,010011,002,창작의상캡스톤디자인,전공필수,,3,3.0,2,2,이론+실험실습,,화 09:00~13:00,군215,한우리,패션디자인학과,,,,영어,,
1868,예체능대학,패션디자인학과,005093,001,테일러링,전공선택,,3,3.0,2,2,이론+실험실습,,수 09:00~13:00,군215,김언정,패션디자인학과,,,,영어,,
1869,예체능대학,패션디자인학과,005093,002,테일러링,전공선택,,3,3.0,2,2,이론+실험실습,,금 09:00~13:00,군215,김언정,패션디자인학과,,,,영어,,
1870,예체능대학,패션디자인학과,010012,001,디지털패션캡스톤디자인,전공선택,,3,3.0,2,2,실험실습,Y,월 14:00~18:00,군318,김현욱,패션디자인학과,,,,한국어,,
1871,예체능대학,패션디자인학과,010012,002,디지털패션캡스톤디자인,전공선택,,3,3.0,2,2,실험실습,,목 09:00~13:00,군318,김현욱,패션디자인학과,,,,영어,,
1872,예체능대학,패션디자인학과,010013,001,니트캡스톤디자인,전공선택,,3,3.0,2,2,이론+실험실습,Y,화 14:00~18:00,군203,한정임,패션디자인학과,,,,한국어,,
1873,예체능대학,패션디자인학과,010013,002,니트캡스톤디자인,전공선택,,3,3.0,2,2,이론+실험실습,Y,목 14:00~18:00,군203,한정임,패션디자인학과,,,,한국어,,
1874,예체능대학,패션디자인학과,005764,001,졸업작품(P/NP),전공필수,,4,0.0,0,0,이론+실험실습,Y,,,,패션디자인학과,,,,한국어,,
1875,예체능대학,패션디자인학과,010018,001,패션코디네이션종합설계,전공선택,,4,3.0,2,2,이론+실험실습,,목 09:00~13:00,군208,한우리,패션디자인학과,,,,영어,,
1876,예체능대학,패션디자인학과,010018,002,패션코디네이션종합설계,전공선택,,4,3.0,2,2,이론+실험실습,,목 14:00~18:00,군208,한우리,패션디자인학과,,,,영어,,
1877,예체능대학,패션디자인학과,010950,001,패션포트폴리오종합설계,전공선택,,4,3.0,2,2,이론+실험실습,,수 14:00~18:00,군208,김민지,패션디자인학과,,,,영어,,
1878,예체능대학,패션디자인학과,010950,002,패션포트폴리오종합설계,전공선택,,4,3.0,2,2,이론+실험실습,,금 09:00~13:00,군208,김민지,패션디자인학과,,,,영어,,
1879,예체능대학,음악과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 18:00~19:30,진711,위정민,음악과,,,,한국어,,
1880,예체능대학,음악과,011839,002,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,금 16:00~17:00,세102,김현태,음악과,,,,한국어,,
1881,예체능대학,음악과,002111,001,연주2,전공필수,,1,2.0,0,2,실험실습,,월 13:00~15:00,대양홀강당,이기정,음악과,,,,한국어,,
1882,예체능대학,음악과,002111,002,연주2,전공필수,,1,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김현태,음악과,외국인대상 한국어트랙,,,한국어,,
1883,예체능대학,음악과,002111,003,연주2,전공필수,,1,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김양우,음악과,외국인대상 영어트랙,,,영어,Y,
1884,예체능대학,음악과,002900,001,전공실기2,전공필수,,1,1.0,0,1,실기,,,,,음악과,,,,한국어,,
1885,예체능대학,음악과,001046,001,딕션2,전공선택,,1,2.0,1,1,이론+실험실습,,목 15:00~17:00,대531,이형욱,음악과,,,,한국어,,
1886,예체능대학,음악과,003655,001,합창2,전공선택,,1,1.0,0,2,실험실습,,월 10:00~12:00,대B04,주광영,음악과,,,,한국어,,
1887,예체능대학,음악과,007280,001,현악합주2,전공선택,,1,2.0,0,3,실험실습,,목 12:00~15:00,대B04,서승연,음악과,,,,한국어,,
1888,예체능대학,음악과,007546,001,관악합주2,전공선택,,1,2.0,0,3,실험실습,,화 14:00~17:00,대B04,김오진,음악과,,,,한국어,,
1889,예체능대학,음악과,009472,001,체임버뮤직2,전공선택,,1,3.0,0,3,실험실습,,금 12:00~15:00,대B02,김문정,음악과,,,,한국어,,
1890,예체능대학,음악과,009472,002,체임버뮤직2,전공선택,,1,3.0,0,3,실험실습,,화 15:00~18:00,대B02,김형선,음악과,,,,한국어,,
1891,예체능대학,음악과,009472,003,체임버뮤직2,전공선택,,1,3.0,0,3,실험실습,,목 15:00~18:00,새B218,한재영,음악과,외국인대상 한국어트랙,,,한국어,,
1892,예체능대학,음악과,009472,004,체임버뮤직2,전공선택,,1,3.0,0,3,실험실습,,화 15:00~18:00,새B218,조성덕,음악과,외국인대상 한국어트랙,,,한국어,,
1893,예체능대학,음악과,009472,005,체임버뮤직2,전공선택,,1,3.0,0,3,실험실습,,월 12:00~15:00,새B218,오한중,음악과,외국인대상 영어트랙,,,영어,Y,
1894,예체능대학,음악과,009483,001,시창청음2,전공선택,,1,3.0,1,2,이론+실험실습,,금 11:00~14:00,진712,송세라,음악과,,,,한국어,,
1895,예체능대학,음악과,009483,002,시창청음2,전공선택,,1,3.0,1,2,이론+실험실습,,금 11:00~14:00,대531,정아영,음악과,,,,한국어,,
1896,예체능대학,음악과,009483,003,시창청음2,전공선택,,1,3.0,1,2,이론+실험실습,,화 12:00~15:00,새B207,황미선,음악과,외국인대상 한국어트랙,,,한국어,,
1897,예체능대학,음악과,009749,001,발성과발음,전공선택,,1,3.0,0,3,실험실습,,화 15:00~18:00,새B205,JIN DAWEI,음악과,외국인대상 한국어트랙,,,한국어,,
1898,예체능대학,음악과,009749,002,발성과발음,전공선택,,1,3.0,0,3,실험실습,,목 15:00~18:00,새B205,김교은,음악과,외국인대상 영어트랙,,,영어,Y,
1899,예체능대학,음악과,009927,001,컴퓨터음악1,전공선택,,1,2.0,0,3,실험실습,,월 15:00~18:00,새B104,정현진,음악과,외국인대상 한국어트랙,,,한국어,,
1900,예체능대학,음악과,009927,002,컴퓨터음악1,전공선택,,1,2.0,0,3,실험실습,,금 12:00~15:00,새B104,오한중,음악과,외국인대상 영어트랙,,,영어,Y,
1901,예체능대학,음악과,010646,001,오케스트라및앙상블2,전공선택,,1,3.0,0,4,실험실습,,월 수 16:00~18:00,대B04,정헌,음악과,,,,한국어,,
1902,예체능대학,음악과,002113,001,연주4,전공필수,,2,2.0,0,2,실험실습,,월 13:00~15:00,대양홀강당,이기정,음악과,,,,한국어,,
1903,예체능대학,음악과,002113,002,연주4,전공필수,,2,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김현태,음악과,외국인대상 한국어트랙,,,한국어,,
1904,예체능대학,음악과,002113,003,연주4,전공필수,,2,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김양우,음악과,외국인대상 영어트랙,,,영어,Y,
1905,예체능대학,음악과,002905,001,전공실기4,전공필수,,2,1.0,0,1,실기,,,,,음악과,,,,한국어,,
1906,예체능대학,음악과,003467,001,피아노문헌2,전공선택,,2,3.0,2,1,이론+실험실습,,금 09:00~12:00,진711,이옥규,음악과,,,,한국어,,
1907,예체능대학,음악과,003661,001,합창4,전공선택,,2,1.0,0,2,실험실습,,월 10:00~12:00,대B04,주광영,음악과,,,,한국어,,
1908,예체능대학,음악과,007543,001,현악합주4,전공선택,,2,2.0,0,3,실험실습,,목 12:00~15:00,대B04,서승연,음악과,,,,한국어,,
1909,예체능대학,음악과,007702,001,관악합주4,전공선택,,2,3.0,0,3,실험실습,,화 14:00~17:00,대B04,김오진,음악과,,,,한국어,,
1910,예체능대학,음악과,009470,001,딕션4,전공선택,,2,2.0,1,1,이론+실험실습,,금 15:00~17:00,진711,김태일,음악과,,,,한국어,,
1911,예체능대학,음악과,009474,001,체임버뮤직4,전공선택,,2,3.0,0,3,실험실습,,금 12:00~15:00,대B02,김문정,음악과,,,,한국어,,
1912,예체능대학,음악과,009474,002,체임버뮤직4,전공선택,,2,3.0,0,3,실험실습,,화 15:00~18:00,대B02,김형선,음악과,,,,한국어,,
1913,예체능대학,음악과,009474,003,체임버뮤직4,전공선택,,2,3.0,0,3,실험실습,,목 15:00~18:00,새B218,한재영,음악과,외국인대상 한국어트랙,,,한국어,,
1914,예체능대학,음악과,009474,004,체임버뮤직4,전공선택,,2,3.0,0,3,실험실습,,화 15:00~18:00,새B218,조성덕,음악과,외국인대상 한국어트랙,,,한국어,,
1915,예체능대학,음악과,009474,005,체임버뮤직4,전공선택,,2,3.0,0,3,실험실습,,월 12:00~15:00,새B218,오한중,음악과,외국인대상 영어트랙,,,영어,Y,
1916,예체능대학,음악과,009480,001,화성법및대위법2,전공선택,,2,3.0,3,0,이론,,금 14:00~17:00,진712,송세라,음악과,,,,한국어,,
1917,예체능대학,음악과,009480,002,화성법및대위법2,전공선택,,2,3.0,3,0,이론,,금 12:00~15:00,새B205,김상열,음악과,외국인대상 한국어트랙,,,한국어,,
1918,예체능대학,음악과,009480,003,화성법및대위법2,전공선택,,2,3.0,3,0,이론,,화 15:00~18:00,새B206,박현숙,음악과,외국인대상 영어트랙,,,영어,Y,
1919,예체능대학,음악과,010647,001,오케스트라및앙상블4,전공선택,,2,3.0,0,4,실험실습,,월 수 16:00~18:00,대B04,정헌,음악과,,,,한국어,,
1920,예체능대학,음악과,010650,001,재즈피아노,전공선택,,2,3.0,0,3,실험실습,,목 15:00~18:00,새B207,황미선,음악과,외국인대상 한국어트랙,,,한국어,,
1921,예체능대학,음악과,002110,001,연주6,전공필수,,3,2.0,0,2,실험실습,,월 13:00~15:00,대양홀강당,이기정,음악과,,,,한국어,,
1922,예체능대학,음악과,002110,002,연주6,전공필수,,3,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김현태,음악과,외국인대상 한국어트랙,,,한국어,,
1923,예체능대학,음악과,002110,003,연주6,전공필수,,3,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김양우,음악과,외국인대상 영어트랙,,,영어,Y,
1924,예체능대학,음악과,002909,001,전공실기6,전공필수,,3,1.0,0,1,실기,,,,,음악과,,,,한국어,,
1925,예체능대학,음악과,001740,001,성악문헌2,전공선택,,3,3.0,2,1,이론+실험실습,,월 15:00~18:00,진711,이정아,음악과,,,,한국어,,
1926,예체능대학,음악과,002456,001,음악사2,전공선택,,3,3.0,3,0,이론,,목 12:00~15:00,대531,이윤정,음악과,,,,한국어,,
1927,예체능대학,음악과,003666,001,합창6,전공선택,,3,1.0,0,2,실험실습,,월 10:00~12:00,대B04,주광영,음악과,,,,한국어,,
1928,예체능대학,음악과,007705,001,현악합주6,전공선택,,3,3.0,0,3,실험실습,,목 12:00~15:00,대B04,서승연,음악과,,,,한국어,,
1929,예체능대학,음악과,008189,001,관악합주6,전공선택,,3,3.0,0,3,실험실습,,화 14:00~17:00,대B04,김오진,음악과,,,,한국어,,
1930,예체능대학,음악과,008244,001,음악교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,,수 09:00~12:00,진711,김지현,음악과,,,,한국어,,
1931,예체능대학,음악과,008331,001,음악논리및논술,전공선택,,3,3.0,3,0,이론,,수 12:00~15:00,진711,김지현,음악과,,,,한국어,,
1932,예체능대학,음악과,009476,001,체임버뮤직6,전공선택,,3,3.0,0,3,실험실습,,금 12:00~15:00,대B02,김문정,음악과,,,,한국어,,
1933,예체능대학,음악과,009476,002,체임버뮤직6,전공선택,,3,3.0,0,3,실험실습,,화 15:00~18:00,대B02,김형선,음악과,,,,한국어,,
1934,예체능대학,음악과,009476,003,체임버뮤직6,전공선택,,3,3.0,0,3,실험실습,,목 15:00~18:00,새B218,한재영,음악과,외국인대상 한국어트랙,,,한국어,,
1935,예체능대학,음악과,009476,004,체임버뮤직6,전공선택,,3,3.0,0,3,실험실습,,화 15:00~18:00,새B218,조성덕,음악과,외국인대상 한국어트랙,,,한국어,,
1936,예체능대학,음악과,009476,005,체임버뮤직6,전공선택,,3,3.0,0,3,실험실습,,월 12:00~15:00,새B218,오한중,음악과,외국인대상 영어트랙,,,영어,Y,
1937,예체능대학,음악과,009757,001,퍼포먼스워크샵2,전공선택,,3,3.0,0,3,실험실습,,금 15:00~18:00,대B05,김욱동,음악과,외국인대상 한국어트랙,,,한국어,,
1938,예체능대학,음악과,009757,002,퍼포먼스워크샵2,전공선택,,3,3.0,0,3,실험실습,,수 12:00~15:00,대B05,최종환,음악과,외국인대상 영어트랙,,,영어,Y,
1939,예체능대학,음악과,010644,001,오케스트라및앙상블6,전공선택,,3,2.0,0,4,실험실습,,월 수 16:00~18:00,대B04,정헌,음악과,,,,한국어,,
1940,예체능대학,음악과,002913,001,전공실기8,전공필수,,4,1.0,0,1,실기,,,,,음악과,,,,한국어,,
1941,예체능대학,음악과,005764,001,졸업작품(P/NP),전공필수,,4,0.0,0,0,이론+실험실습,,,,,음악과,,,,한국어,,
1942,예체능대학,음악과,010395,001,연주8,전공필수,,4,2.0,0,2,실험실습,,월 13:00~15:00,대양홀강당,이기정,음악과,,,,한국어,,
1943,예체능대학,음악과,010395,002,연주8,전공필수,,4,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김현태,음악과,외국인대상 한국어트랙,,,한국어,,
1944,예체능대학,음악과,010395,003,연주8,전공필수,,4,2.0,0,2,실험실습,,목 13:00~15:00,학대공연장,김양우,음악과,외국인대상 영어트랙,,,영어,Y,
1945,예체능대학,음악과,003155,001,지휘법,전공선택,,4,2.0,1,1,이론+실험실습,,수 11:00~13:00,대B04,정헌,음악과,,,,한국어,,
1946,예체능대학,음악과,008186,001,현악합주8,전공선택,,4,3.0,0,3,실험실습,,목 12:00~15:00,대B04,서승연,음악과,,,,한국어,,
1947,예체능대학,음악과,008192,001,관악합주8,전공선택,,4,3.0,0,3,실험실습,,화 14:00~17:00,대B04,김오진,음악과,,,,한국어,,
1948,예체능대학,음악과,009478,001,체임버뮤직8,전공선택,,4,3.0,0,3,실험실습,,금 12:00~15:00,대B02,김문정,음악과,,,,한국어,,
1949,예체능대학,음악과,009478,002,체임버뮤직8,전공선택,,4,3.0,0,3,실험실습,,화 15:00~18:00,대B02,김형선,음악과,,,,한국어,,
1950,예체능대학,음악과,009478,003,체임버뮤직8,전공선택,,4,3.0,0,3,실험실습,,목 15:00~18:00,새B218,한재영,음악과,외국인대상 한국어트랙,,,한국어,,
1951,예체능대학,음악과,009478,004,체임버뮤직8,전공선택,,4,3.0,0,3,실험실습,,화 15:00~18:00,새B218,조성덕,음악과,외국인대상 한국어트랙,,,한국어,,
1952,예체능대학,음악과,009478,005,체임버뮤직8,전공선택,,4,3.0,0,3,실험실습,,월 12:00~15:00,새B218,오한중,음악과,외국인대상 영어트랙,,,영어,Y,
1953,예체능대학,음악과,009485,001,오페라워크샾2,전공선택,,4,1.0,0,2,실험실습,,화 13:00~15:00,새B206,김숙영,음악과,,,,한국어,,
1954,예체능대학,음악과,009759,001,뮤직비지니스,전공선택,,4,3.0,0,3,실험실습,,월 12:00~15:00,새104,김민아,음악과,외국인대상 한국어트랙,,,한국어,,
1955,예체능대학,음악과,009931,001,반주문헌2,전공선택,,4,3.0,3,0,이론,,월 15:00~18:00,대531,홍지영,음악과,,,,한국어,,
1956,예체능대학,음악과,010022,001,실용음악제작,전공선택,,4,3.0,0,3,실험실습,,수 15:00~18:00,새B221,김성현,음악과,,,,한국어,,
1957,예체능대학,음악과,010030,001,퍼포먼스워크샵4,전공선택,,4,3.0,0,3,실험실습,,월 15:00~18:00,대B05,성재준,음악과,외국인대상 한국어트랙,,,한국어,,
1958,예체능대학,음악과,010649,001,오케스트라및앙상블8,전공선택,,4,2.0,0,4,실험실습,,월 수 16:00~18:00,대B04,정헌,음악과,,,,한국어,,
1959,예체능대학,체육학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 17:00~18:00,용103,강유원,체육학과,,,,한국어,,
1960,예체능대학,체육학과,003213,001,체육사회학,전공필수,,1,3.0,3,0,이론,,수 09:00~12:00,용102,신민철,체육학과,,,,한국어,,
1961,예체능대학,체육학과,006898,001,건강증진학,전공선택,,1,3.0,3,0,이론,,월 14:00~17:00,용102,양성해,체육학과,,,,한국어,,
1962,예체능대학,체육학과,003206,001,체육사,전공선택,,2,3.0,3,0,이론,,목 13:30~16:30,용102,이제헌,체육학과,,,,한국어,,
1963,예체능대학,체육학과,006899,001,스포츠의학입문,전공선택,,2,3.0,3,0,이론,,수 14:00~17:00,용101,김진수,체육학과,,,,한국어,,
1964,예체능대학,체육학과,008544,001,스포츠와미디어,전공선택,,2,3.0,3,0,이론,,수 09:00~12:00,용103,김병민,체육학과,,,,한국어,,
1965,예체능대학,체육학과,010960,001,체력육성실습,전공선택,,2,3.0,2,1,이론+실험실습,,화 14:00~17:00,용102,양성해,체육학과,,,,한국어,,
1966,예체능대학,체육학과,010961,001,뉴스포츠의이해,전공선택,,2,3.0,2,1,이론+실험실습,,화 09:00~12:00,용401,이대훈,체육학과,,,,한국어,,
1967,예체능대학,체육학과,003363,001,트레이닝방법론,전공필수,,3,3.0,3,0,이론,,월 14:00~17:00,용103,이용수,체육학과,,,,한국어,,
1968,예체능대학,체육학과,001836,001,스포츠영양학,전공선택,,3,3.0,3,0,이론,,목 14:00~17:00,용103,이용수,체육학과,,,,한국어,,
1969,예체능대학,체육학과,001847,001,스포츠특강2,전공선택,,3,2.0,1,2,이론+실험실습,,화 13:30~16:30,용103,강유원,체육학과,,,,한국어,,
1970,예체능대학,체육학과,002328,001,운동기능학,전공선택,,3,3.0,3,0,이론,,목 10:00~13:00,용101,김디귿,체육학과,,,,한국어,,
1971,예체능대학,체육학과,007009,001,레저스포츠2,전공선택,,3,2.0,1,2,이론+실험실습,,금 09:00~12:00,용101,강유원,체육학과,,,,한국어,,
1972,예체능대학,체육학과,008245,001,체육교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,,화 10:00~13:00,용102,손혁준,체육학과,,,,한국어,,
1973,예체능대학,체육학과,008332,001,체육논리및논술,전공선택,,3,3.0,3,0,이론,,금 16:00~19:00,용102,손혁준,체육학과,,,,한국어,,
1974,예체능대학,체육학과,005765,001,졸업시험(P/NP),전공필수,,4,0.0,0,0,실험실습,,,용103,강유원,체육학과,,,,한국어,,
1975,예체능대학,체육학과,001499,001,비교체육학,전공선택,,4,3.0,3,0,이론,,화 13:30~16:30,용101,김이수,체육학과,,,,한국어,,
1976,예체능대학,체육학과,002331,001,운동처방,전공선택,,4,3.0,2,1,이론+실험실습,,화 09:00~12:00,용103,윤철,체육학과,,,,한국어,,
1977,예체능대학,체육학과,003226,001,체육학연구법,전공선택,,4,3.0,3,0,이론,,목 09:30~12:30,용102,신민철,체육학과,,,,한국어,,
1978,예체능대학,체육학과,003486,001,학교보건,전공선택,,4,3.0,3,0,이론,,목 16:00~19:00,용101,김성언,체육학과,,,,한국어,,
1979,예체능대학,무용과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,수 15:00~16:00,용202,김형남,무용과,,,,한국어,,
1980,예체능대학,무용과,003770,001,현대무용기본2,전공필수,,1,2.0,0,3,실험실습,,월 15:00~18:00,용202,이동하,무용과,,,,한국어,,
1981,예체능대학,무용과,004620,001,발레테크닉2,전공필수,,1,1.0,0,2,실험실습,,화 11:00~13:00,용302,장선희,무용과,,,,한국어,,
1982,예체능대학,무용과,004622,001,워크샵2,전공필수,,1,1.0,0,2,실험실습,,목 11:00~13:00,용202,김형남,무용과,,,,한국어,,
1983,예체능대학,무용과,005267,001,발레레파토리2,전공필수,,1,1.0,0,2,실험실습,,목 11:00~13:00,용302,장선희,무용과,,,,한국어,,
1984,예체능대학,무용과,007282,001,발레기초2,전공필수,,1,2.0,0,3,실험실습,,화 15:00~18:00,용201,김건우,무용과,,,,한국어,,
1985,예체능대학,무용과,008824,001,모던댄스2,전공필수,,1,1.0,0,2,실험실습,,금 16:00~18:00,용201,유민경,무용과,,,,한국어,,
1986,예체능대학,무용과,008828,001,한국전통무용기교훈련2,전공필수,,1,1.0,0,2,실험실습,,수 12:00~14:00,용301,임정희,무용과,,,,한국어,,
1987,예체능대학,무용과,008830,001,한국창작무용기교훈련2,전공필수,,1,1.0,0,2,실험실습,,목 14:00~16:00,용301,이주연,무용과,,,,한국어,,
1988,예체능대학,무용과,008903,001,한국전통무용기본2,전공필수,,1,2.0,0,3,실험실습,,월 12:00~15:00,용301,정경원,무용과,,,,한국어,,
1989,예체능대학,무용과,002000,001,안무법,전공선택,,1,2.0,1,1,이론+실험실습,,목 16:00~18:00,용202,이동하,무용과,,,,한국어,,
1990,예체능대학,무용과,004895,001,현대무용사,전공선택,,1,2.0,2,0,이론,,수 11:00~13:00,세201,허지은,무용과,,,,한국어,,
1991,예체능대학,무용과,008832,001,한국무용음악분석,전공선택,,1,2.0,2,0,이론,,화 12:00~14:00,용201,김혜진,무용과,,,,한국어,,
1992,예체능대학,무용과,008904,001,발레와필라테스,전공선택,,1,2.0,0,2,실험실습,,수 13:00~15:00,용201,오정하,무용과,,,,한국어,,
1993,예체능대학,무용과,004880,001,발레테크닉4,전공필수,,2,1.0,0,2,실험실습,,금 11:00~13:00,용302,신혜진,무용과,,,,한국어,,
1994,예체능대학,무용과,004882,001,워크샵4,전공필수,,2,1.0,0,2,실험실습,,수 13:00~15:00,용202,김형남,무용과,,,,한국어,,
